path_id,A_sw,M_sw,A_vlsi,Stage,Outcome,asw_feasibility,msw_feasibility,avlsi_feasibility,stage_evidence,feasibility_level,asw_supporting_evidence_ids,msw_supporting_evidence_ids,avlsi_supporting_evidence_ids,feasibility_rationale
P543,signing_or_verification_compromise,signing_or_verification_control,hardware_trojan_backdoor_or_logic_bomb,stage_3_post_synthesis_verification,availability,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P544,signing_or_verification_compromise,signing_or_verification_control,hardware_trojan_backdoor_or_logic_bomb,stage_4_design_for_testability,confidentiality,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P545,signing_or_verification_compromise,signing_or_verification_control,hardware_trojan_backdoor_or_logic_bomb,stage_4_design_for_testability,integrity,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P546,signing_or_verification_compromise,signing_or_verification_control,hardware_trojan_backdoor_or_logic_bomb,stage_4_design_for_testability,availability,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P547,signing_or_verification_compromise,signing_or_verification_control,hardware_trojan_backdoor_or_logic_bomb,stage_5_placement_and_routing,confidentiality,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P548,signing_or_verification_compromise,signing_or_verification_control,hardware_trojan_backdoor_or_logic_bomb,stage_5_placement_and_routing,integrity,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P549,signing_or_verification_compromise,signing_or_verification_control,hardware_trojan_backdoor_or_logic_bomb,stage_5_placement_and_routing,availability,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P550,signing_or_verification_compromise,signing_or_verification_control,hardware_trojan_backdoor_or_logic_bomb,stage_6_static_timing_analysis,confidentiality,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P551,signing_or_verification_compromise,signing_or_verification_control,hardware_trojan_backdoor_or_logic_bomb,stage_6_static_timing_analysis,integrity,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P552,signing_or_verification_compromise,signing_or_verification_control,hardware_trojan_backdoor_or_logic_bomb,stage_6_static_timing_analysis,availability,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P553,signing_or_verification_compromise,signing_or_verification_control,hardware_trojan_backdoor_or_logic_bomb,stage_7_physical_verification_and_signoff,confidentiality,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P554,signing_or_verification_compromise,signing_or_verification_control,hardware_trojan_backdoor_or_logic_bomb,stage_7_physical_verification_and_signoff,integrity,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P555,signing_or_verification_compromise,signing_or_verification_control,hardware_trojan_backdoor_or_logic_bomb,stage_7_physical_verification_and_signoff,availability,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P556,signing_or_verification_compromise,signing_or_verification_control,hardware_trojan_backdoor_or_logic_bomb,stage_8_post_silicon_validation,confidentiality,Low,Low,Low,not_observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P557,signing_or_verification_compromise,signing_or_verification_control,hardware_trojan_backdoor_or_logic_bomb,stage_8_post_silicon_validation,integrity,Low,Low,Low,not_observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P558,signing_or_verification_compromise,signing_or_verification_control,hardware_trojan_backdoor_or_logic_bomb,stage_8_post_silicon_validation,availability,Low,Low,Low,not_observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P559,signing_or_verification_compromise,signing_or_verification_control,hardware_trojan_backdoor_or_logic_bomb,stage_9_manufacturing_testing,confidentiality,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P560,signing_or_verification_compromise,signing_or_verification_control,hardware_trojan_backdoor_or_logic_bomb,stage_9_manufacturing_testing,integrity,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P561,signing_or_verification_compromise,signing_or_verification_control,hardware_trojan_backdoor_or_logic_bomb,stage_9_manufacturing_testing,availability,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P562,signing_or_verification_compromise,signing_or_verification_control,information_leakage_or_asset_exposure,stage_0_design_specification,confidentiality,Low,Low,Low,not_observed_in_v1,Low,none_in_v1,none_in_v1,none_in_v1,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P563,signing_or_verification_compromise,signing_or_verification_control,information_leakage_or_asset_exposure,stage_1_high_level_synthesis,confidentiality,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,none_in_v1,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P564,signing_or_verification_compromise,signing_or_verification_control,information_leakage_or_asset_exposure,stage_2_logic_synthesis,confidentiality,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,none_in_v1,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P565,signing_or_verification_compromise,signing_or_verification_control,information_leakage_or_asset_exposure,stage_3_post_synthesis_verification,confidentiality,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,none_in_v1,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P566,signing_or_verification_compromise,signing_or_verification_control,information_leakage_or_asset_exposure,stage_4_design_for_testability,confidentiality,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,none_in_v1,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P567,signing_or_verification_compromise,signing_or_verification_control,information_leakage_or_asset_exposure,stage_5_placement_and_routing,confidentiality,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,none_in_v1,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P568,signing_or_verification_compromise,signing_or_verification_control,information_leakage_or_asset_exposure,stage_6_static_timing_analysis,confidentiality,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,none_in_v1,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P569,signing_or_verification_compromise,signing_or_verification_control,information_leakage_or_asset_exposure,stage_7_physical_verification_and_signoff,confidentiality,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,none_in_v1,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P570,signing_or_verification_compromise,signing_or_verification_control,information_leakage_or_asset_exposure,stage_8_post_silicon_validation,confidentiality,Low,Low,Low,not_observed_in_v1,Low,none_in_v1,none_in_v1,none_in_v1,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P571,signing_or_verification_compromise,signing_or_verification_control,information_leakage_or_asset_exposure,stage_9_manufacturing_testing,confidentiality,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,none_in_v1,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P572,signing_or_verification_compromise,signing_or_verification_control,access_abuse_or_system_disruption,stage_0_design_specification,integrity,Low,Low,Medium,not_observed_in_v1,Low,none_in_v1,none_in_v1,E10; E49; E50,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P573,signing_or_verification_compromise,signing_or_verification_control,access_abuse_or_system_disruption,stage_0_design_specification,availability,Low,Low,Medium,not_observed_in_v1,Low,none_in_v1,none_in_v1,E10; E49; E50,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P574,signing_or_verification_compromise,signing_or_verification_control,access_abuse_or_system_disruption,stage_1_high_level_synthesis,integrity,Low,Low,Medium,observed_in_v1,Low,none_in_v1,none_in_v1,E10; E49; E50,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P575,signing_or_verification_compromise,signing_or_verification_control,access_abuse_or_system_disruption,stage_1_high_level_synthesis,availability,Low,Low,Medium,observed_in_v1,Low,none_in_v1,none_in_v1,E10; E49; E50,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P576,signing_or_verification_compromise,signing_or_verification_control,access_abuse_or_system_disruption,stage_2_logic_synthesis,integrity,Low,Low,Medium,observed_in_v1,Low,none_in_v1,none_in_v1,E10; E49; E50,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P577,signing_or_verification_compromise,signing_or_verification_control,access_abuse_or_system_disruption,stage_2_logic_synthesis,availability,Low,Low,Medium,observed_in_v1,Low,none_in_v1,none_in_v1,E10; E49; E50,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P578,signing_or_verification_compromise,signing_or_verification_control,access_abuse_or_system_disruption,stage_3_post_synthesis_verification,integrity,Low,Low,Medium,observed_in_v1,Low,none_in_v1,none_in_v1,E10; E49; E50,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P579,signing_or_verification_compromise,signing_or_verification_control,access_abuse_or_system_disruption,stage_3_post_synthesis_verification,availability,Low,Low,Medium,observed_in_v1,Low,none_in_v1,none_in_v1,E10; E49; E50,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P580,signing_or_verification_compromise,signing_or_verification_control,access_abuse_or_system_disruption,stage_4_design_for_testability,integrity,Low,Low,Medium,observed_in_v1,Low,none_in_v1,none_in_v1,E10; E49; E50,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P581,signing_or_verification_compromise,signing_or_verification_control,access_abuse_or_system_disruption,stage_4_design_for_testability,availability,Low,Low,Medium,observed_in_v1,Low,none_in_v1,none_in_v1,E10; E49; E50,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P582,signing_or_verification_compromise,signing_or_verification_control,access_abuse_or_system_disruption,stage_5_placement_and_routing,integrity,Low,Low,Medium,observed_in_v1,Low,none_in_v1,none_in_v1,E10; E49; E50,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P583,signing_or_verification_compromise,signing_or_verification_control,access_abuse_or_system_disruption,stage_5_placement_and_routing,availability,Low,Low,Medium,observed_in_v1,Low,none_in_v1,none_in_v1,E10; E49; E50,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P584,signing_or_verification_compromise,signing_or_verification_control,access_abuse_or_system_disruption,stage_6_static_timing_analysis,integrity,Low,Low,Medium,observed_in_v1,Low,none_in_v1,none_in_v1,E10; E49; E50,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P585,signing_or_verification_compromise,signing_or_verification_control,access_abuse_or_system_disruption,stage_6_static_timing_analysis,availability,Low,Low,Medium,observed_in_v1,Low,none_in_v1,none_in_v1,E10; E49; E50,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P586,signing_or_verification_compromise,signing_or_verification_control,access_abuse_or_system_disruption,stage_7_physical_verification_and_signoff,integrity,Low,Low,Medium,observed_in_v1,Low,none_in_v1,none_in_v1,E10; E49; E50,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P587,signing_or_verification_compromise,signing_or_verification_control,access_abuse_or_system_disruption,stage_7_physical_verification_and_signoff,availability,Low,Low,Medium,observed_in_v1,Low,none_in_v1,none_in_v1,E10; E49; E50,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P588,signing_or_verification_compromise,signing_or_verification_control,access_abuse_or_system_disruption,stage_8_post_silicon_validation,integrity,Low,Low,Medium,not_observed_in_v1,Low,none_in_v1,none_in_v1,E10; E49; E50,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P589,signing_or_verification_compromise,signing_or_verification_control,access_abuse_or_system_disruption,stage_8_post_silicon_validation,availability,Low,Low,Medium,not_observed_in_v1,Low,none_in_v1,none_in_v1,E10; E49; E50,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P590,signing_or_verification_compromise,signing_or_verification_control,access_abuse_or_system_disruption,stage_9_manufacturing_testing,integrity,Low,Low,Medium,observed_in_v1,Low,none_in_v1,none_in_v1,E10; E49; E50,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P591,signing_or_verification_compromise,signing_or_verification_control,access_abuse_or_system_disruption,stage_9_manufacturing_testing,availability,Low,Low,Medium,observed_in_v1,Low,none_in_v1,none_in_v1,E10; E49; E50,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P592,vulnerability_or_configuration_exploitation,vulnerability_or_configuration_based_control,ip_theft_misuse_or_counterfeiting,stage_0_design_specification,confidentiality,High,High,Low,not_observed_in_v1,Medium,E2; E3; E22; E26; E34; E41; E43,E3; E22; E41,none_in_v1,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P593,vulnerability_or_configuration_exploitation,vulnerability_or_configuration_based_control,ip_theft_misuse_or_counterfeiting,stage_0_design_specification,integrity,High,High,Low,not_observed_in_v1,Medium,E2; E3; E22; E26; E34; E41; E43,E3; E22; E41,none_in_v1,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P594,vulnerability_or_configuration_exploitation,vulnerability_or_configuration_based_control,ip_theft_misuse_or_counterfeiting,stage_1_high_level_synthesis,confidentiality,High,High,Low,observed_in_v1,Medium,E2; E3; E22; E26; E34; E41; E43,E3; E22; E41,none_in_v1,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P595,vulnerability_or_configuration_exploitation,vulnerability_or_configuration_based_control,ip_theft_misuse_or_counterfeiting,stage_1_high_level_synthesis,integrity,High,High,Low,observed_in_v1,Medium,E2; E3; E22; E26; E34; E41; E43,E3; E22; E41,none_in_v1,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P596,vulnerability_or_configuration_exploitation,vulnerability_or_configuration_based_control,ip_theft_misuse_or_counterfeiting,stage_2_logic_synthesis,confidentiality,High,High,Low,observed_in_v1,Medium,E2; E3; E22; E26; E34; E41; E43,E3; E22; E41,none_in_v1,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P597,vulnerability_or_configuration_exploitation,vulnerability_or_configuration_based_control,ip_theft_misuse_or_counterfeiting,stage_2_logic_synthesis,integrity,High,High,Low,observed_in_v1,Medium,E2; E3; E22; E26; E34; E41; E43,E3; E22; E41,none_in_v1,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P598,vulnerability_or_configuration_exploitation,vulnerability_or_configuration_based_control,ip_theft_misuse_or_counterfeiting,stage_3_post_synthesis_verification,confidentiality,High,High,Low,observed_in_v1,Medium,E2; E3; E22; E26; E34; E41; E43,E3; E22; E41,none_in_v1,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P599,vulnerability_or_configuration_exploitation,vulnerability_or_configuration_based_control,ip_theft_misuse_or_counterfeiting,stage_3_post_synthesis_verification,integrity,High,High,Low,observed_in_v1,Medium,E2; E3; E22; E26; E34; E41; E43,E3; E22; E41,none_in_v1,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P600,vulnerability_or_configuration_exploitation,vulnerability_or_configuration_based_control,ip_theft_misuse_or_counterfeiting,stage_4_design_for_testability,confidentiality,High,High,Low,observed_in_v1,Medium,E2; E3; E22; E26; E34; E41; E43,E3; E22; E41,none_in_v1,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P601,vulnerability_or_configuration_exploitation,vulnerability_or_configuration_based_control,ip_theft_misuse_or_counterfeiting,stage_4_design_for_testability,integrity,High,High,Low,observed_in_v1,Medium,E2; E3; E22; E26; E34; E41; E43,E3; E22; E41,none_in_v1,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P602,vulnerability_or_configuration_exploitation,vulnerability_or_configuration_based_control,ip_theft_misuse_or_counterfeiting,stage_5_placement_and_routing,confidentiality,High,High,Low,observed_in_v1,Medium,E2; E3; E22; E26; E34; E41; E43,E3; E22; E41,none_in_v1,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P603,vulnerability_or_configuration_exploitation,vulnerability_or_configuration_based_control,ip_theft_misuse_or_counterfeiting,stage_5_placement_and_routing,integrity,High,High,Low,observed_in_v1,Medium,E2; E3; E22; E26; E34; E41; E43,E3; E22; E41,none_in_v1,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P604,vulnerability_or_configuration_exploitation,vulnerability_or_configuration_based_control,ip_theft_misuse_or_counterfeiting,stage_6_static_timing_analysis,confidentiality,High,High,Low,observed_in_v1,Medium,E2; E3; E22; E26; E34; E41; E43,E3; E22; E41,none_in_v1,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P605,vulnerability_or_configuration_exploitation,vulnerability_or_configuration_based_control,ip_theft_misuse_or_counterfeiting,stage_6_static_timing_analysis,integrity,High,High,Low,observed_in_v1,Medium,E2; E3; E22; E26; E34; E41; E43,E3; E22; E41,none_in_v1,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P606,vulnerability_or_configuration_exploitation,vulnerability_or_configuration_based_control,ip_theft_misuse_or_counterfeiting,stage_7_physical_verification_and_signoff,confidentiality,High,High,Low,observed_in_v1,Medium,E2; E3; E22; E26; E34; E41; E43,E3; E22; E41,none_in_v1,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P607,vulnerability_or_configuration_exploitation,vulnerability_or_configuration_based_control,ip_theft_misuse_or_counterfeiting,stage_7_physical_verification_and_signoff,integrity,High,High,Low,observed_in_v1,Medium,E2; E3; E22; E26; E34; E41; E43,E3; E22; E41,none_in_v1,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P608,vulnerability_or_configuration_exploitation,vulnerability_or_configuration_based_control,ip_theft_misuse_or_counterfeiting,stage_8_post_silicon_validation,confidentiality,High,High,Low,not_observed_in_v1,Medium,E2; E3; E22; E26; E34; E41; E43,E3; E22; E41,none_in_v1,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P609,vulnerability_or_configuration_exploitation,vulnerability_or_configuration_based_control,ip_theft_misuse_or_counterfeiting,stage_8_post_silicon_validation,integrity,High,High,Low,not_observed_in_v1,Medium,E2; E3; E22; E26; E34; E41; E43,E3; E22; E41,none_in_v1,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P610,vulnerability_or_configuration_exploitation,vulnerability_or_configuration_based_control,ip_theft_misuse_or_counterfeiting,stage_9_manufacturing_testing,confidentiality,High,High,Low,observed_in_v1,Medium,E2; E3; E22; E26; E34; E41; E43,E3; E22; E41,none_in_v1,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P611,vulnerability_or_configuration_exploitation,vulnerability_or_configuration_based_control,ip_theft_misuse_or_counterfeiting,stage_9_manufacturing_testing,integrity,High,High,Low,observed_in_v1,Medium,E2; E3; E22; E26; E34; E41; E43,E3; E22; E41,none_in_v1,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P612,vulnerability_or_configuration_exploitation,vulnerability_or_configuration_based_control,design_tampering_or_malicious_modification,stage_0_design_specification,integrity,High,High,Medium,not_observed_in_v1,Medium,E2; E3; E22; E26; E34; E41; E43,E3; E22; E41,E2; E10; E19,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P613,vulnerability_or_configuration_exploitation,vulnerability_or_configuration_based_control,design_tampering_or_malicious_modification,stage_0_design_specification,availability,High,High,Medium,not_observed_in_v1,Medium,E2; E3; E22; E26; E34; E41; E43,E3; E22; E41,E2; E10; E19,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P614,vulnerability_or_configuration_exploitation,vulnerability_or_configuration_based_control,design_tampering_or_malicious_modification,stage_1_high_level_synthesis,integrity,High,High,Medium,observed_in_v1,High,E2; E3; E22; E26; E34; E41; E43,E3; E22; E41,E2; E10; E19,"High because the A_sw category and M_sw capability both have High evidence support, the VLSI-side category has at least Medium support, and the stage is observed in the v1 evidence."
P615,vulnerability_or_configuration_exploitation,vulnerability_or_configuration_based_control,design_tampering_or_malicious_modification,stage_1_high_level_synthesis,availability,High,High,Medium,observed_in_v1,High,E2; E3; E22; E26; E34; E41; E43,E3; E22; E41,E2; E10; E19,"High because the A_sw category and M_sw capability both have High evidence support, the VLSI-side category has at least Medium support, and the stage is observed in the v1 evidence."
P616,vulnerability_or_configuration_exploitation,vulnerability_or_configuration_based_control,design_tampering_or_malicious_modification,stage_2_logic_synthesis,integrity,High,High,Medium,observed_in_v1,High,E2; E3; E22; E26; E34; E41; E43,E3; E22; E41,E2; E10; E19,"High because the A_sw category and M_sw capability both have High evidence support, the VLSI-side category has at least Medium support, and the stage is observed in the v1 evidence."
P617,vulnerability_or_configuration_exploitation,vulnerability_or_configuration_based_control,design_tampering_or_malicious_modification,stage_2_logic_synthesis,availability,High,High,Medium,observed_in_v1,High,E2; E3; E22; E26; E34; E41; E43,E3; E22; E41,E2; E10; E19,"High because the A_sw category and M_sw capability both have High evidence support, the VLSI-side category has at least Medium support, and the stage is observed in the v1 evidence."
P618,vulnerability_or_configuration_exploitation,vulnerability_or_configuration_based_control,design_tampering_or_malicious_modification,stage_3_post_synthesis_verification,integrity,High,High,Medium,observed_in_v1,High,E2; E3; E22; E26; E34; E41; E43,E3; E22; E41,E2; E10; E19,"High because the A_sw category and M_sw capability both have High evidence support, the VLSI-side category has at least Medium support, and the stage is observed in the v1 evidence."
P619,vulnerability_or_configuration_exploitation,vulnerability_or_configuration_based_control,design_tampering_or_malicious_modification,stage_3_post_synthesis_verification,availability,High,High,Medium,observed_in_v1,High,E2; E3; E22; E26; E34; E41; E43,E3; E22; E41,E2; E10; E19,"High because the A_sw category and M_sw capability both have High evidence support, the VLSI-side category has at least Medium support, and the stage is observed in the v1 evidence."
P620,vulnerability_or_configuration_exploitation,vulnerability_or_configuration_based_control,design_tampering_or_malicious_modification,stage_4_design_for_testability,integrity,High,High,Medium,observed_in_v1,High,E2; E3; E22; E26; E34; E41; E43,E3; E22; E41,E2; E10; E19,"High because the A_sw category and M_sw capability both have High evidence support, the VLSI-side category has at least Medium support, and the stage is observed in the v1 evidence."
P621,vulnerability_or_configuration_exploitation,vulnerability_or_configuration_based_control,design_tampering_or_malicious_modification,stage_4_design_for_testability,availability,High,High,Medium,observed_in_v1,High,E2; E3; E22; E26; E34; E41; E43,E3; E22; E41,E2; E10; E19,"High because the A_sw category and M_sw capability both have High evidence support, the VLSI-side category has at least Medium support, and the stage is observed in the v1 evidence."
P622,vulnerability_or_configuration_exploitation,vulnerability_or_configuration_based_control,design_tampering_or_malicious_modification,stage_5_placement_and_routing,integrity,High,High,Medium,observed_in_v1,High,E2; E3; E22; E26; E34; E41; E43,E3; E22; E41,E2; E10; E19,"High because the A_sw category and M_sw capability both have High evidence support, the VLSI-side category has at least Medium support, and the stage is observed in the v1 evidence."
P623,vulnerability_or_configuration_exploitation,vulnerability_or_configuration_based_control,design_tampering_or_malicious_modification,stage_5_placement_and_routing,availability,High,High,Medium,observed_in_v1,High,E2; E3; E22; E26; E34; E41; E43,E3; E22; E41,E2; E10; E19,"High because the A_sw category and M_sw capability both have High evidence support, the VLSI-side category has at least Medium support, and the stage is observed in the v1 evidence."
P624,vulnerability_or_configuration_exploitation,vulnerability_or_configuration_based_control,design_tampering_or_malicious_modification,stage_6_static_timing_analysis,integrity,High,High,Medium,observed_in_v1,High,E2; E3; E22; E26; E34; E41; E43,E3; E22; E41,E2; E10; E19,"High because the A_sw category and M_sw capability both have High evidence support, the VLSI-side category has at least Medium support, and the stage is observed in the v1 evidence."
P625,vulnerability_or_configuration_exploitation,vulnerability_or_configuration_based_control,design_tampering_or_malicious_modification,stage_6_static_timing_analysis,availability,High,High,Medium,observed_in_v1,High,E2; E3; E22; E26; E34; E41; E43,E3; E22; E41,E2; E10; E19,"High because the A_sw category and M_sw capability both have High evidence support, the VLSI-side category has at least Medium support, and the stage is observed in the v1 evidence."
P626,vulnerability_or_configuration_exploitation,vulnerability_or_configuration_based_control,design_tampering_or_malicious_modification,stage_7_physical_verification_and_signoff,integrity,High,High,Medium,observed_in_v1,High,E2; E3; E22; E26; E34; E41; E43,E3; E22; E41,E2; E10; E19,"High because the A_sw category and M_sw capability both have High evidence support, the VLSI-side category has at least Medium support, and the stage is observed in the v1 evidence."
P627,vulnerability_or_configuration_exploitation,vulnerability_or_configuration_based_control,design_tampering_or_malicious_modification,stage_7_physical_verification_and_signoff,availability,High,High,Medium,observed_in_v1,High,E2; E3; E22; E26; E34; E41; E43,E3; E22; E41,E2; E10; E19,"High because the A_sw category and M_sw capability both have High evidence support, the VLSI-side category has at least Medium support, and the stage is observed in the v1 evidence."
P628,vulnerability_or_configuration_exploitation,vulnerability_or_configuration_based_control,hardware_trojan_backdoor_or_logic_bomb,stage_1_high_level_synthesis,confidentiality,High,High,Low,observed_in_v1,Medium,E2; E3; E22; E26; E34; E41; E43,E3; E22; E41,E2,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P629,vulnerability_or_configuration_exploitation,vulnerability_or_configuration_based_control,hardware_trojan_backdoor_or_logic_bomb,stage_1_high_level_synthesis,integrity,High,High,Low,observed_in_v1,Medium,E2; E3; E22; E26; E34; E41; E43,E3; E22; E41,E2,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P630,vulnerability_or_configuration_exploitation,vulnerability_or_configuration_based_control,hardware_trojan_backdoor_or_logic_bomb,stage_1_high_level_synthesis,availability,High,High,Low,observed_in_v1,Medium,E2; E3; E22; E26; E34; E41; E43,E3; E22; E41,E2,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P631,vulnerability_or_configuration_exploitation,vulnerability_or_configuration_based_control,hardware_trojan_backdoor_or_logic_bomb,stage_2_logic_synthesis,confidentiality,High,High,Low,observed_in_v1,Medium,E2; E3; E22; E26; E34; E41; E43,E3; E22; E41,E2,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P632,vulnerability_or_configuration_exploitation,vulnerability_or_configuration_based_control,hardware_trojan_backdoor_or_logic_bomb,stage_2_logic_synthesis,integrity,High,High,Low,observed_in_v1,Medium,E2; E3; E22; E26; E34; E41; E43,E3; E22; E41,E2,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P633,vulnerability_or_configuration_exploitation,vulnerability_or_configuration_based_control,hardware_trojan_backdoor_or_logic_bomb,stage_2_logic_synthesis,availability,High,High,Low,observed_in_v1,Medium,E2; E3; E22; E26; E34; E41; E43,E3; E22; E41,E2,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P634,vulnerability_or_configuration_exploitation,vulnerability_or_configuration_based_control,hardware_trojan_backdoor_or_logic_bomb,stage_3_post_synthesis_verification,confidentiality,High,High,Low,observed_in_v1,Medium,E2; E3; E22; E26; E34; E41; E43,E3; E22; E41,E2,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
