M_sw,M_vlsi,bridge_reason,decision
attacker_controlled_reused_version_artifact,fsm_state_manipulation,Attacker-controlled reused-version artifact can alter FSM behavior,keep
attacker_controlled_reused_version_artifact,embedded_trojan_states,Attacker-controlled reused-version artifact can contain hidden Trojan FSM states,keep
attacker_controlled_reused_version_artifact,hidden_fsm_driver,Attacker-controlled reused-version artifact can contain hidden driver behavior inside FSM logic,keep
attacker_controlled_reused_version_artifact,unremovable_trojan_in_functionality,Attacker-controlled reused-version artifact can merge Trojan behavior with intended functionality,keep
attacker_controlled_reused_version_artifact,rtl_design_attack,Attacker-controlled reused-version artifact can carry modified RTL or design logic,keep
attacker_controlled_reused_version_artifact,functional_test_evasion,Attacker-controlled reused-version artifact can preserve malicious behavior while still passing functional tests,review
attacker_controlled_reused_version_artifact,malicious_firmware_modification,Attacker-controlled reused-version artifact can provide modified firmware or bitstream-like content,keep
attacker_controlled_reused_version_artifact,trojan_covert_information_leakage,Attacker-controlled reused-version artifact can carry Trojan behavior that leaks confidential information,keep
attacker_controlled_reused_version_artifact,security_asset_leakage_to_observable_points,Attacker-controlled reused-version artifact can expose security assets at observable points,review
attacker_controlled_reused_version_artifact,break_intended_execution_flow,Attacker-controlled reused-version artifact can alter intended control or execution behavior,keep
attacker_controlled_reused_version_artifact,power_or_time_side_channel_exposure,Attacker-controlled reused-version artifact can introduce power or timing side-channel exposure,review
attacker_controlled_package_content_tampering,illegal_access_or_use_of_design_ip,Tampered package content can access design or IP files when consumed in the VLSI flow,review
attacker_controlled_package_content_tampering,design_ip_extraction,Tampered package content can extract design IP during downstream use,review
attacker_controlled_package_content_tampering,unauthorized_design_copying,Tampered package content can copy design artifacts available during execution,review
attacker_controlled_package_content_tampering,ic_functionality_or_feature_modification,Tampered package content can modify IC functionality or design features,keep
attacker_controlled_package_content_tampering,malicious_hardware_component_insertion,Tampered package content can include malicious hardware logic or components,keep
attacker_controlled_package_content_tampering,extra_functionality_in_hardware,Tampered package content can introduce extra hardware functionality beyond the intended design,keep
attacker_controlled_package_content_tampering,additional_functionality_in_implementation,Tampered package content can add unintended functionality to the implementation,keep
attacker_controlled_package_content_tampering,extra_behavior_beyond_specification,Tampered package content can create behavior beyond the intended specification,keep
attacker_controlled_package_content_tampering,unprotected_confidential_data_path,Tampered package content can weaken protection around confidential data paths,review
attacker_controlled_package_content_tampering,redundant_logic_payload,Tampered package content can carry hidden or redundant payload logic,keep
attacker_controlled_package_content_tampering,hard_to_excite_trigger_signal,Tampered package content can contain hard-to-excite trigger signals,review
attacker_controlled_package_content_tampering,untestable_or_suspicious_logic,Tampered package content can contain suspicious or difficult-to-test logic,keep
attacker_controlled_package_content_tampering,malicious_design_alteration_before_fabrication,Tampered package content can carry malicious design alterations before fabrication,keep
attacker_controlled_package_content_tampering,original_circuitry_modification,Tampered package content can contain modified circuit content,keep
attacker_controlled_package_content_tampering,add_remove_or_bypass_logic,Tampered package content can add remove or bypass design logic,keep
attacker_controlled_package_content_tampering,presynthesis_structural_manipulation,Tampered package content can contain manipulated design structure before synthesis,keep
attacker_controlled_package_content_tampering,fsm_state_manipulation,Tampered package content can alter FSM behavior,keep
attacker_controlled_package_content_tampering,embedded_trojan_states,Tampered package content can contain hidden Trojan FSM states,keep
attacker_controlled_package_content_tampering,hidden_fsm_driver,Tampered package content can contain hidden driver behavior inside FSM logic,keep
attacker_controlled_package_content_tampering,unremovable_trojan_in_functionality,Tampered package content can merge Trojan behavior with intended functionality,keep
attacker_controlled_package_content_tampering,rtl_design_attack,Tampered package content can carry modified RTL or design logic,keep
attacker_controlled_package_content_tampering,functional_test_evasion,Tampered package content can preserve malicious behavior while still passing functional tests,review
attacker_controlled_package_content_tampering,malicious_firmware_modification,Tampered package content can provide modified firmware or bitstream-like content,keep
attacker_controlled_package_content_tampering,trojan_covert_information_leakage,Tampered package content can carry Trojan behavior that leaks confidential information,keep
attacker_controlled_package_content_tampering,security_asset_leakage_to_observable_points,Tampered package content can expose security assets at observable points,review
attacker_controlled_package_content_tampering,break_intended_execution_flow,Tampered package content can alter intended control or execution behavior,keep
attacker_controlled_package_content_tampering,power_or_time_side_channel_exposure,Tampered package content can introduce power or timing side-channel exposure,review
attacker_exploitable_vulnerable_dependency,illegal_access_or_use_of_design_ip,Exploitable vulnerable dependency can allow attacker access to design or IP files if the vulnerability is triggered during the VLSI flow,review
attacker_exploitable_vulnerable_dependency,design_ip_extraction,Exploitable vulnerable dependency can enable design IP extraction if exploited during tool or build execution,review
attacker_exploitable_vulnerable_dependency,unauthorized_design_copying,Exploitable vulnerable dependency can enable copying of design artifacts if exploitation gives file access,review
attacker_exploitable_vulnerable_dependency,ic_functionality_or_feature_modification,Exploitable vulnerable dependency can allow modification of generated design functionality if exploitation gives execution or write control,review
attacker_exploitable_vulnerable_dependency,malicious_hardware_component_insertion,Exploitable vulnerable dependency can enable insertion of malicious hardware logic if exploitation gives control over generated artifacts,review
attacker_exploitable_vulnerable_dependency,additional_functionality_in_implementation,Exploitable vulnerable dependency can introduce unintended functionality if exploitation affects design transformation,review
attacker_exploitable_vulnerable_dependency,extra_behavior_beyond_specification,Exploitable vulnerable dependency can produce behavior beyond specification if exploitation influences generated design artifacts,review
attacker_exploitable_vulnerable_dependency,unprotected_confidential_data_path,Exploitable vulnerable dependency can weaken confidential data-path protection if it affects generated logic or analysis output,review
attacker_exploitable_vulnerable_dependency,untestable_or_suspicious_logic,Exploitable vulnerable dependency can result in suspicious or difficult-to-test logic if exploited during design generation,review
attacker_exploitable_vulnerable_dependency,malicious_design_alteration_before_fabrication,Exploitable vulnerable dependency can enable design alteration before fabrication if exploitation affects generated artifacts,review
attacker_exploitable_vulnerable_dependency,original_circuitry_modification,Exploitable vulnerable dependency can enable modification of circuit representation if exploitation gives control over tool outputs,review
attacker_exploitable_vulnerable_dependency,add_remove_or_bypass_logic,Exploitable vulnerable dependency can enable adding removing or bypassing logic if exploitation affects generated design content,review
attacker_exploitable_vulnerable_dependency,rtl_design_attack,Exploitable vulnerable dependency can enable RTL or design-logic modification if exploited during design processing,review
attacker_exploitable_vulnerable_dependency,functional_test_evasion,Exploitable vulnerable dependency can affect test or verification behavior so malicious behavior is not detected,review
attacker_exploitable_vulnerable_dependency,security_asset_leakage_to_observable_points,Exploitable vulnerable dependency can cause security assets to become observable if it affects design transformation or analysis,review
attacker_exploitable_vulnerable_dependency,break_intended_execution_flow,Exploitable vulnerable dependency can alter generated control or execution behavior if exploited during the flow,review
attacker_exploitable_vulnerable_dependency,fault_or_glitch_attack_enablement,Exploitable vulnerable dependency can generate or preserve behavior that increases susceptibility to fault or glitch attacks,review
attacker_exploitable_vulnerable_dependency,power_or_time_side_channel_exposure,Exploitable vulnerable dependency can introduce or preserve structures that expose power or timing side channels,review
attacker_exploitable_vulnerable_dependency,critical_function_inlining_expands_sensitive_registers,Exploitable vulnerable dependency can affect HLS transformations such as function inlining in security-sensitive logic,review
attacker_exploitable_vulnerable_dependency,sensitive_register_retention_after_reset,Exploitable vulnerable dependency can preserve insecure reset behavior for sensitive registers if it affects generated RTL,review
attacker_exploitable_vulnerable_dependency,insecure_unknown_state_after_reset,Exploitable vulnerable dependency can preserve insecure unknown reset states if it affects generated RTL,review
attacker_exploitable_vulnerable_dependency,secure_and_nonsecure_operations_share_hardware_resources,Exploitable vulnerable dependency can affect resource-sharing decisions between secure and non-secure operations,review
attacker_exploitable_vulnerable_dependency,secure_and_nonsecure_assets_reach_outputs_at_different_depths,Exploitable vulnerable dependency can affect pipeline behavior so secure and non-secure assets reach outputs differently,review
attacker_exploitable_vulnerable_dependency,fault_vulnerable_hls_generated_fsm,Exploitable vulnerable dependency can affect generated FSM logic and increase fault vulnerability,review
attacker_exploitable_vulnerable_dependency,security_unaware_power_optimization,Exploitable vulnerable dependency can influence optimization behavior that ignores power side-channel security,review
attacker_controlled_signing_identity,illegal_access_or_use_of_design_ip,Attacker-controlled signing identity can sign an artifact that accesses design or IP files during downstream VLSI-flow use,review
attacker_controlled_signing_identity,design_ip_extraction,Attacker-controlled signing identity can sign an artifact that extracts design IP during downstream use,review
attacker_controlled_signing_identity,unauthorized_design_copying,Attacker-controlled signing identity can sign an artifact that copies design artifacts during execution,review
attacker_controlled_signing_identity,ic_functionality_or_feature_modification,Attacker-controlled signing identity can sign a modified artifact that changes IC functionality or features,keep
attacker_controlled_signing_identity,malicious_hardware_component_insertion,Attacker-controlled signing identity can sign an artifact containing malicious hardware logic or components,keep
attacker_controlled_signing_identity,extra_functionality_in_hardware,Attacker-controlled signing identity can sign an artifact that introduces extra hardware functionality,keep
attacker_controlled_signing_identity,additional_functionality_in_implementation,Attacker-controlled signing identity can sign an artifact that adds unintended functionality to the implementation,keep
attacker_controlled_signing_identity,extra_behavior_beyond_specification,Attacker-controlled signing identity can sign an artifact that creates behavior beyond the intended specification,keep
attacker_controlled_signing_identity,unprotected_confidential_data_path,Attacker-controlled signing identity can sign an artifact that weakens protection around confidential data paths,review
attacker_controlled_signing_identity,redundant_logic_payload,Attacker-controlled signing identity can sign an artifact carrying hidden or redundant payload logic,keep
attacker_controlled_signing_identity,hard_to_excite_trigger_signal,Attacker-controlled signing identity can sign an artifact containing hard-to-excite trigger signals,review
attacker_controlled_signing_identity,untestable_or_suspicious_logic,Attacker-controlled signing identity can sign an artifact containing suspicious or difficult-to-test logic,keep
attacker_controlled_signing_identity,malicious_design_alteration_before_fabrication,Attacker-controlled signing identity can sign a maliciously altered design artifact before fabrication,keep
attacker_controlled_signing_identity,original_circuitry_modification,Attacker-controlled signing identity can sign an artifact with modified circuit content,keep
attacker_controlled_signing_identity,add_remove_or_bypass_logic,Attacker-controlled signing identity can sign an artifact that adds removes or bypasses design logic,keep
attacker_controlled_signing_identity,presynthesis_structural_manipulation,Attacker-controlled signing identity can sign an artifact with manipulated design structure before synthesis,keep
attacker_controlled_signing_identity,fsm_state_manipulation,Attacker-controlled signing identity can sign an artifact that alters FSM behavior,keep
attacker_controlled_signing_identity,embedded_trojan_states,Attacker-controlled signing identity can sign an artifact containing hidden Trojan FSM states,keep
attacker_controlled_signing_identity,hidden_fsm_driver,Attacker-controlled signing identity can sign an artifact with hidden driver behavior inside FSM logic,keep
attacker_controlled_signing_identity,unremovable_trojan_in_functionality,Attacker-controlled signing identity can sign an artifact where Trojan behavior is merged with intended functionality,keep
attacker_controlled_signing_identity,rtl_design_attack,Attacker-controlled signing identity can sign modified RTL or design logic,keep
attacker_controlled_signing_identity,functional_test_evasion,Attacker-controlled signing identity can sign an artifact designed to pass functional tests while hiding malicious behavior,review
attacker_controlled_signing_identity,malicious_firmware_modification,Attacker-controlled signing identity can sign modified firmware or bitstream-like content,keep
attacker_controlled_signing_identity,trojan_covert_information_leakage,Attacker-controlled signing identity can sign Trojan behavior that leaks confidential information,keep
attacker_controlled_signing_identity,security_asset_leakage_to_observable_points,Attacker-controlled signing identity can sign an artifact that exposes security assets at observable points,review
attacker_controlled_signing_identity,break_intended_execution_flow,Attacker-controlled signing identity can sign an artifact that alters intended control or execution behavior,keep
attacker_controlled_signing_identity,power_or_time_side_channel_exposure,Attacker-controlled signing identity can sign an artifact that introduces power or timing side-channel exposure,review
attacker_controlled_signature_verification_bypass,illegal_access_or_use_of_design_ip,Signature-verification bypass can allow an untrusted artifact that accesses design or IP files to be accepted,review
attacker_controlled_signature_verification_bypass,design_ip_extraction,Signature-verification bypass can allow an untrusted artifact that extracts design IP to be accepted,review
attacker_controlled_signature_verification_bypass,unauthorized_design_copying,Signature-verification bypass can allow an untrusted artifact that copies design artifacts to be accepted,review
attacker_controlled_signature_verification_bypass,ic_functionality_or_feature_modification,Signature-verification bypass can allow a modified artifact that changes IC functionality or features to be accepted,keep
attacker_controlled_signature_verification_bypass,malicious_hardware_component_insertion,Signature-verification bypass can allow an artifact containing malicious hardware logic or components to be accepted,keep
attacker_controlled_signature_verification_bypass,extra_functionality_in_hardware,Signature-verification bypass can allow an artifact with extra hardware functionality to be accepted,keep
attacker_controlled_signature_verification_bypass,additional_functionality_in_implementation,Signature-verification bypass can allow an artifact that adds unintended functionality to be accepted,keep
attacker_controlled_signature_verification_bypass,extra_behavior_beyond_specification,Signature-verification bypass can allow an artifact with behavior beyond the intended specification to be accepted,keep
attacker_controlled_signature_verification_bypass,unprotected_confidential_data_path,Signature-verification bypass can allow an artifact that weakens confidential data-path protection to be accepted,review
attacker_controlled_signature_verification_bypass,redundant_logic_payload,Signature-verification bypass can allow an artifact carrying hidden or redundant payload logic to be accepted,keep
attacker_controlled_signature_verification_bypass,hard_to_excite_trigger_signal,Signature-verification bypass can allow an artifact containing hard-to-excite trigger signals to be accepted,review
attacker_controlled_signature_verification_bypass,untestable_or_suspicious_logic,Signature-verification bypass can allow suspicious or difficult-to-test logic to enter the flow,keep
attacker_controlled_signature_verification_bypass,malicious_design_alteration_before_fabrication,Signature-verification bypass can allow a maliciously altered design artifact to enter the flow before fabrication,keep
attacker_controlled_signature_verification_bypass,original_circuitry_modification,Signature-verification bypass can allow an artifact with modified circuit content to be accepted,keep
attacker_controlled_signature_verification_bypass,add_remove_or_bypass_logic,Signature-verification bypass can allow an artifact that adds removes or bypasses design logic to be accepted,keep
attacker_controlled_signature_verification_bypass,presynthesis_structural_manipulation,Signature-verification bypass can allow an artifact with manipulated design structure before synthesis to be accepted,keep
attacker_controlled_signature_verification_bypass,fsm_state_manipulation,Signature-verification bypass can allow an artifact that alters FSM behavior to be accepted,keep
attacker_controlled_signature_verification_bypass,embedded_trojan_states,Signature-verification bypass can allow an artifact containing hidden Trojan FSM states to be accepted,keep
attacker_controlled_signature_verification_bypass,hidden_fsm_driver,Signature-verification bypass can allow an artifact with hidden driver behavior inside FSM logic to be accepted,keep
attacker_controlled_signature_verification_bypass,unremovable_trojan_in_functionality,Signature-verification bypass can allow an artifact where Trojan behavior is merged with intended functionality to be accepted,keep
attacker_controlled_signature_verification_bypass,rtl_design_attack,Signature-verification bypass can allow modified RTL or design logic to be accepted,keep
attacker_controlled_signature_verification_bypass,functional_test_evasion,Signature-verification bypass can allow an artifact designed to pass functional tests while hiding malicious behavior to be accepted,review
attacker_controlled_signature_verification_bypass,malicious_firmware_modification,Signature-verification bypass can allow modified firmware or bitstream-like content to be accepted,keep
attacker_controlled_signature_verification_bypass,trojan_covert_information_leakage,Signature-verification bypass can allow Trojan behavior that leaks confidential information to be accepted,keep
attacker_controlled_signature_verification_bypass,security_asset_leakage_to_observable_points,Signature-verification bypass can allow an artifact that exposes security assets at observable points to be accepted,review
attacker_controlled_signature_verification_bypass,break_intended_execution_flow,Signature-verification bypass can allow an artifact that alters intended control or execution behavior to be accepted,keep
attacker_controlled_signature_verification_bypass,power_or_time_side_channel_exposure,Signature-verification bypass can allow an artifact that introduces power or timing side-channel exposure to be accepted,review
attacker_controlled_insecure_development_configuration,unprotected_confidential_data_path,Insecure development configuration can leave confidential data paths unprotected during design generation or checking,review
attacker_controlled_insecure_development_configuration,extra_behavior_beyond_specification,Insecure development configuration can cause generated behavior to deviate from the intended specification,review
attacker_controlled_insecure_development_configuration,security_asset_leakage_to_observable_points,Insecure development configuration can allow security assets to propagate to observable points,keep
attacker_controlled_insecure_development_configuration,break_intended_execution_flow,Insecure development configuration can alter generated control or execution behavior,review
attacker_controlled_insecure_development_configuration,fault_or_glitch_attack_enablement,Insecure development configuration can generate hardware more susceptible to fault or glitch attacks,review
attacker_controlled_insecure_development_configuration,power_or_time_side_channel_exposure,Insecure development configuration can expose power or timing side channels through generated logic,keep
attacker_controlled_insecure_development_configuration,critical_function_inlining_expands_sensitive_registers,Insecure HLS configuration can inline critical functions and expand sensitive registers,keep
attacker_controlled_insecure_development_configuration,sensitive_register_retention_after_reset,Insecure reset configuration can leave sensitive registers uncleared after reset,keep
attacker_controlled_insecure_development_configuration,insecure_unknown_state_after_reset,Insecure reset or initialization configuration can leave logic in unknown insecure states after reset,keep
attacker_controlled_insecure_development_configuration,intermediate_values_reflected_at_primary_output,Insecure interface or output configuration can expose intermediate values at primary outputs,review
attacker_controlled_insecure_development_configuration,data_latching_without_secure_start_control,Insecure control-signal configuration can allow unsafe latching without secure start control,keep
attacker_controlled_insecure_development_configuration,pass_by_value_fault_or_pass_by_reference_external_tamper,Insecure call-method configuration can expose values to fault or external tampering behavior,keep
attacker_controlled_insecure_development_configuration,sensitive_operation_scheduled_before_security_condition,Insecure scheduling configuration can place sensitive operations before required security conditions,keep
attacker_controlled_insecure_development_configuration,secure_and_nonsecure_operations_share_hardware_resources,Insecure resource-sharing configuration can cause secure and non-secure operations to share hardware resources,keep
attacker_controlled_insecure_development_configuration,secure_and_nonsecure_assets_reach_outputs_at_different_depths,Insecure pipeline configuration can make secure and non-secure assets reach outputs at different depths,keep
attacker_controlled_insecure_development_configuration,fault_vulnerable_hls_generated_fsm,Insecure HLS control-logic configuration can generate FSM logic vulnerable to faults,keep
attacker_controlled_insecure_development_configuration,security_unaware_power_optimization,Insecure optimization configuration can apply power optimization without side-channel security awareness,keep
attacker_controlled_insecure_development_configuration,physical_layout_introduces_security_vulnerability,Insecure physical-design configuration can allow layout generation to introduce security vulnerabilities,review
attacker_controlled_insecure_development_configuration,layout_parasitic_side_channel_leakage,Insecure layout or routing configuration can create parasitic side-channel leakage,review
attacker_controlled_insecure_development_configuration,crosstalk_ir_drop_leakage,Insecure physical-design configuration can increase crosstalk or IR-drop leakage,review
attacker_controlled_insecure_development_configuration,ir_drop_of_critical_instances,Insecure placement or routing configuration can affect IR-drop behavior of critical instances,review
attacker_controlled_insecure_development_configuration,unbalanced_share_power_consumption,Insecure placement or routing configuration can make protected shares consume power unevenly,review
attacker_controlled_insecure_development_configuration,share_coupling_interference,Insecure placement configuration can allow protected shares to interfere through physical coupling,review
attacker_controlled_insecure_development_configuration,em_signature_reaches_top_metal,Insecure routing configuration can allow secret-related EM signatures to reach exposed metal layers,review
attacker_controlled_development_tool,illegal_access_or_use_of_design_ip,Attacker-controlled development tool can access design or IP files during normal VLSI-flow execution,keep
attacker_controlled_development_tool,design_ip_extraction,Attacker-controlled development tool can read or extract design IP during analysis or transformation,keep
attacker_controlled_development_tool,unauthorized_design_copying,Attacker-controlled development tool can copy design artifacts available during tool execution,keep
attacker_controlled_development_tool,ic_functionality_or_feature_modification,Attacker-controlled development tool can modify generated IC functionality or design features,keep
attacker_controlled_development_tool,malicious_hardware_component_insertion,Attacker-controlled development tool can insert malicious hardware logic or components into generated artifacts,keep
attacker_controlled_development_tool,extra_functionality_in_hardware,Attacker-controlled development tool can introduce extra hardware functionality beyond the intended design,keep
attacker_controlled_development_tool,additional_functionality_in_implementation,Attacker-controlled development tool can add unintended functionality during implementation,keep
attacker_controlled_development_tool,extra_task_without_functional_tamper,Attacker-controlled development tool can add malicious tasks while preserving normal functionality,keep
attacker_controlled_development_tool,rare_event_trigger,Attacker-controlled development tool can introduce rare-event trigger logic into generated designs,keep
attacker_controlled_development_tool,power_or_aging_trigger,Attacker-controlled development tool can introduce trigger behavior based on power or aging conditions,review
attacker_controlled_development_tool,unprotected_confidential_data_path,Attacker-controlled development tool can create or leave confidential data paths unprotected,keep
attacker_controlled_development_tool,extra_behavior_beyond_specification,Attacker-controlled development tool can generate behavior beyond the intended design specification,keep
attacker_controlled_development_tool,redundant_logic_payload,Attacker-controlled development tool can insert redundant or hidden payload logic,keep
attacker_controlled_development_tool,hard_to_excite_trigger_signal,Attacker-controlled development tool can introduce hard-to-excite trigger signals,keep
attacker_controlled_development_tool,untestable_or_suspicious_logic,Attacker-controlled development tool can introduce suspicious or difficult-to-test logic,keep
attacker_controlled_development_tool,malicious_design_alteration_before_fabrication,Attacker-controlled development tool can alter design artifacts before fabrication,keep
attacker_controlled_development_tool,original_circuitry_modification,Attacker-controlled development tool can modify the original or generated circuit representation,keep
attacker_controlled_development_tool,add_remove_or_bypass_logic,Attacker-controlled development tool can add remove or bypass design logic during transformation,keep
attacker_controlled_development_tool,presynthesis_structural_manipulation,Attacker-controlled development tool can manipulate design structure before synthesis,keep
attacker_controlled_development_tool,fsm_state_manipulation,Attacker-controlled development tool can alter FSM behavior in generated design logic,keep
attacker_controlled_development_tool,embedded_trojan_states,Attacker-controlled development tool can insert hidden Trojan states into FSM logic,keep
attacker_controlled_development_tool,hidden_fsm_driver,Attacker-controlled development tool can hide driver behavior inside FSM logic,keep
attacker_controlled_development_tool,unremovable_trojan_in_functionality,Attacker-controlled development tool can merge Trojan behavior with intended functionality,keep
attacker_controlled_development_tool,rtl_design_attack,Attacker-controlled development tool can modify RTL or generated design logic,keep
attacker_controlled_development_tool,functional_test_evasion,Attacker-controlled development tool can alter generated artifacts or test behavior so malicious behavior passes functional tests,review
attacker_controlled_development_tool,security_asset_leakage_to_observable_points,Attacker-controlled development tool can transform security assets so they become observable,keep
attacker_controlled_development_tool,break_intended_execution_flow,Attacker-controlled development tool can alter generated control or execution behavior,keep
attacker_controlled_development_tool,fault_or_glitch_attack_enablement,Attacker-controlled development tool can generate hardware more susceptible to fault or glitch attacks,review
attacker_controlled_development_tool,power_or_time_side_channel_exposure,Attacker-controlled development tool can generate structures that expose power or timing side channels,keep
attacker_controlled_development_tool,critical_function_inlining_expands_sensitive_registers,Attacker-controlled development tool can apply HLS transformations that inline critical functions and expand sensitive registers,keep
attacker_controlled_development_tool,sensitive_register_retention_after_reset,Attacker-controlled development tool can generate registers that retain sensitive values after reset,keep
attacker_controlled_development_tool,insecure_unknown_state_after_reset,Attacker-controlled development tool can generate insecure unknown states after reset,keep
attacker_controlled_development_tool,intermediate_values_reflected_at_primary_output,Attacker-controlled development tool can generate output behavior that exposes intermediate values,keep
attacker_controlled_development_tool,data_latching_without_secure_start_control,Attacker-controlled development tool can generate unsafe latching behavior without secure start control,keep
attacker_controlled_development_tool,pass_by_value_fault_or_pass_by_reference_external_tamper,Attacker-controlled development tool can generate insecure call-method behavior vulnerable to fault or external tampering,keep
attacker_controlled_development_tool,sensitive_operation_scheduled_before_security_condition,Attacker-controlled development tool can schedule sensitive operations before required security conditions,keep
attacker_controlled_development_tool,secure_and_nonsecure_operations_share_hardware_resources,Attacker-controlled development tool can force secure and non-secure operations to share hardware resources,keep
attacker_controlled_development_tool,secure_and_nonsecure_assets_reach_outputs_at_different_depths,Attacker-controlled development tool can generate unbalanced pipeline depths for secure and non-secure assets,keep
attacker_controlled_development_tool,fault_vulnerable_hls_generated_fsm,Attacker-controlled development tool can generate FSM logic vulnerable to faults,keep
attacker_controlled_development_tool,security_unaware_power_optimization,Attacker-controlled development tool can apply optimization choices without side-channel security awareness,keep
attacker_controlled_development_tool,physical_layout_introduces_security_vulnerability,Attacker-controlled development tool can produce physical layout that introduces security vulnerabilities,review
attacker_controlled_development_tool,layout_parasitic_side_channel_leakage,Attacker-controlled development tool can influence layout or routing choices that create parasitic side-channel leakage,review
attacker_controlled_development_tool,crosstalk_ir_drop_leakage,Attacker-controlled development tool can influence physical-design choices that increase crosstalk or IR-drop leakage,review
attacker_controlled_development_tool,ir_drop_of_critical_instances,Attacker-controlled development tool can influence placement or routing of critical instances affecting IR-drop behavior,review
attacker_controlled_development_tool,unbalanced_share_power_consumption,Attacker-controlled development tool can influence placement or routing so protected shares have unbalanced power behavior,review
attacker_controlled_development_tool,share_coupling_interference,Attacker-controlled development tool can influence placement so protected shares interfere through physical coupling,review
attacker_controlled_development_tool,em_signature_reaches_top_metal,Attacker-controlled development tool can influence routing so secret-related EM signatures reach exposed metal layers,review
attacker_controlled_development_tool,dangerous_dont_care_propagation,Attacker-controlled development tool can introduce or preserve dangerous don't-care behavior,keep
attacker_controlled_development_tool,hard_to_control_and_observe_logic,Attacker-controlled development tool can generate logic that is hard to control or observe,keep
attacker_controlled_development_tool,asset_propagation_to_observable_nodes,Attacker-controlled development tool can cause security assets to propagate to observable RTL nodes,keep
attacker_controlled_development_tool,hard_to_control_and_observe_net,Attacker-controlled development tool can generate nets that are hard to control or observe,keep
attacker_controlled_development_tool,illegal_access_to_protected_state,Attacker-controlled development tool can generate FSM behavior that allows illegal access to protected states,keep
attacker_controlled_development_tool,asset_access_or_observation_at_gate_level,Attacker-controlled development tool can cause asset access or observation at gate level,keep
maintainer_level_source_control,ic_functionality_or_feature_modification,Maintainer-level source control can modify intended IC functionality or design features,keep
maintainer_level_source_control,malicious_hardware_component_insertion,Maintainer-level source control can introduce malicious hardware logic or components into the design,keep
maintainer_level_source_control,trojan_based_information_leakage,Maintainer-level source control can add logic that leaks sensitive information,keep
maintainer_level_source_control,extra_functionality_in_hardware,Maintainer-level source control can add extra hardware functionality beyond the intended design,keep
maintainer_level_source_control,additional_functionality_in_implementation,Maintainer-level source control can introduce additional functionality in the implementation,keep
maintainer_level_source_control,extra_task_without_functional_tamper,Maintainer-level source control can add malicious tasks while preserving normal functionality,keep
maintainer_level_source_control,rare_event_trigger,Maintainer-level source control can introduce rare-event trigger conditions,keep
maintainer_level_source_control,power_or_aging_trigger,Maintainer-level source control can introduce trigger behavior based on power or aging conditions,review
maintainer_level_source_control,unprotected_confidential_data_path,Maintainer-level source control can create or leave an unprotected path from confidential data,keep
maintainer_level_source_control,extra_behavior_beyond_specification,Maintainer-level source control can create behavior beyond the intended design specification,keep
maintainer_level_source_control,redundant_logic_payload,Maintainer-level source control can insert redundant or hidden payload logic,keep
maintainer_level_source_control,hard_to_excite_trigger_signal,Maintainer-level source control can introduce hard-to-excite trigger signals,keep
maintainer_level_source_control,untestable_or_suspicious_logic,Maintainer-level source control can introduce suspicious or difficult-to-test logic,keep
maintainer_level_source_control,malicious_design_alteration_before_fabrication,Maintainer-level source control can alter design artifacts before fabrication,keep
maintainer_level_source_control,original_circuitry_modification,Maintainer-level source control can modify the original circuit description,keep
maintainer_level_source_control,add_remove_or_bypass_logic,Maintainer-level source control can add remove or bypass logic in the design,keep
maintainer_level_source_control,internal_logic_or_state_trigger,Maintainer-level source control can introduce internal logic or state-based trigger behavior,keep
maintainer_level_source_control,internal_logic_state_or_input_pattern_trigger,Maintainer-level source control can introduce trigger logic based on internal state or input patterns,keep
maintainer_level_source_control,key_information_transmission,Maintainer-level source control can add logic that transmits key or sensitive information,keep
maintainer_level_source_control,presynthesis_structural_manipulation,Maintainer-level source control can manipulate design structure before synthesis,keep
maintainer_level_source_control,fsm_state_manipulation,Maintainer-level source control can alter FSM behavior in the design description,keep
maintainer_level_source_control,embedded_trojan_states,Maintainer-level source control can introduce hidden Trojan states into an FSM,keep
maintainer_level_source_control,hidden_fsm_driver,Maintainer-level source control can hide driver behavior inside FSM logic,keep
maintainer_level_source_control,unremovable_trojan_in_functionality,Maintainer-level source control can merge Trojan behavior with intended functionality,keep
maintainer_level_source_control,rtl_design_attack,Maintainer-level source control can directly modify RTL or design logic,keep
maintainer_level_source_control,functional_test_evasion,Maintainer-level source control can implement malicious behavior that still passes functional tests,keep
maintainer_level_source_control,security_asset_leakage_to_observable_points,Maintainer-level source control can cause security assets to propagate to observable points,keep
maintainer_level_source_control,break_intended_execution_flow,Maintainer-level source control can break or alter intended execution or control flow,keep
maintainer_level_source_control,power_or_time_side_channel_exposure,Maintainer-level source control can introduce structures that leak through power or timing behavior,review
maintainer_level_source_control,dangerous_dont_care_propagation,Maintainer-level source control can introduce or preserve dangerous don't-care behavior,keep
maintainer_level_source_control,asset_propagation_to_observable_nodes,Maintainer-level source control can cause security assets to propagate to observable RTL nodes,keep
attacker_controlled_reused_package_name,illegal_access_or_use_of_design_ip,Attacker-controlled reused package name can resolve to a package that accesses design or IP files during VLSI-flow execution,review
attacker_controlled_reused_package_name,design_ip_extraction,Attacker-controlled reused package name can resolve to a package that extracts design IP during downstream use,review
attacker_controlled_reused_package_name,unauthorized_design_copying,Attacker-controlled reused package name can resolve to a package that copies design artifacts during execution,review
